product_id,category,subcategory,material,color,size,season,style,price_usd,discount_percent,rating,review_count,stock_quantity,units_sold,return_rate,BAR,is_safe_return,effective_price,total_revenue,sales_velocity,review_weight,target_markup,target_revenue_per_unit,new_base_price,extra_profit_per_unit,urgency_score,is_dead_stock,high_return_risk,predicted_demand,return_risk_prob
WC000011,Cardigans,Cropped Cardigan,Viscose,Gray,S,Spring,Business Casual,66.57,5,4.5,1,10,105,0.09,4.2360674617252965,False,63.24149999999999,6640.357499999999,0.9130434782608695,0.9,0.0,66.57,66.57,0.0,9.545454545454545,False,0,45,0.273
WC000012,Cardigans,Button-up Cardigan,Viscose,Red,S,All Season,Bohemian,89.01,0,3.9,3,28,37,0.12,4.054333901232354,False,89.01,3293.3700000000003,0.5692307692307692,0.78,0.0,89.01,89.01,0.0,1.2758620689655173,False,1,77,0.291
WC000013,Jeans,Bootcut Jeans,Denim,Navy,S,Winter,Casual,78.37,0,4.0,9,4,96,0.16,4.052333639125114,False,78.37,7523.52,0.96,0.8,0.0,78.37,78.37,0.0,19.2,False,1,171,0.7892
WC000014,Blouses,Wrap Blouse,Polyester Blend,Navy,S,Spring,Formal,67.07,30,3.5,1,51,18,0.12,4.036067461725296,False,46.94899999999999,845.0819999999999,0.2608695652173913,0.7,0.0,67.07,67.07,0.0,0.34615384615384615,False,1,41,0.2691
WC000015,T-Shirts,V-Neck T-Shirt,Viscose,Red,L,Summer,Casual,20.56,30,0.0,0,13,9,0.09,4.17008432715662,False,14.391999999999998,129.528,0.4090909090909091,0.8,0.0,20.56,20.56,0.0,0.6428571428571429,False,0,14,0.2474
WC000016,Trousers,Wide-Leg Trousers,Cotton,Gray,S,Autumn,Minimalist,73.26,0,5.0,9,11,141,0.13,4.744641331432806,False,73.26,10329.66,0.9276315789473685,1.0,0.0,73.26,73.26,0.0,11.75,False,1,165,0.241
WC000017,Skirts,Pleated Skirt,Viscose,Red,M,Winter,Streetwear,44.63,0,0.0,0,41,12,0.13,4.17008432715662,False,44.63,535.5600000000001,0.22641509433962265,0.8,0.0,44.63,44.63,0.0,0.2857142857142857,False,1,14,0.2562
WC000018,Sets,Matching Suit,Cotton Blend,Gray,XXL,All Season,Casual,76.46,10,4.1,25,8,259,0.09,4.10966680374574,False,68.814,17822.825999999997,0.9700374531835206,0.82,0.0,76.46,76.46,0.0,28.77777777777778,False,0,450,0.2682
WC000019,Jeans,Straight Jeans,Cotton Blend,Gray,M,Summer,Streetwear,99.3,0,4.4,1,47,26,0.13,4.216067461725297,False,99.3,2581.7999999999997,0.3561643835616438,0.8800000000000001,0.0,99.3,99.3,0.0,0.5416666666666666,False,1,35,0.7347
WC000020,Blouses,Peplum Blouse,Polyester,White,L,Winter,Formal,24.25,10,4.1,3,2,138,0.06,4.140048186946641,False,21.825,3011.85,0.9857142857142858,0.82,0.0,24.25,24.25,0.0,46.0,False,0,94,0.2495
WC000021,Sweaters,Oversized Sweater,Wool,Black,M,Winter,Minimalist,91.46,25,0.0,0,1,23,0.1,4.17008432715662,False,68.595,1577.685,0.9583333333333334,0.8,0.0,91.46,91.46,0.0,11.5,False,0,16,0.232
WC000022,Jeans,Bootcut Jeans,Denim,White,L,Winter,Elegant,40.34,5,4.6,107,148,1428,0.12,4.584507543320959,False,38.323,54725.244,0.9060913705583756,0.9199999999999999,0.0,40.34,40.34,0.0,9.583892617449665,False,1,1655,0.821
WC000023,T-Shirts,V-Neck T-Shirt,Cotton,Gray,S,Summer,Casual,13.86,0,4.3,2,23,31,0.07,4.213389551437746,False,13.86,429.65999999999997,0.5740740740740741,0.86,0.0,13.86,13.86,0.0,1.2916666666666667,False,0,60,0.2634
WC000024,Tops,Tank Top,Cotton,Yellow,L,All Season,Elegant,44.28,0,0.0,0,16,9,0.07,4.17008432715662,False,44.28,398.52,0.36,0.8,0.0,44.28,44.28,0.0,0.5294117647058824,False,0,14,0.2526
WC000025,Blouses,Wrap Blouse,Cotton Blend,Navy,XS,All Season,Minimalist,33.85,0,4.0,5,0,76,0.1,4.075593034291831,False,33.85,2572.6,1.0,0.8,0.0,33.85,33.85,0.0,76.0,False,0,132,0.2475
WC000026,Skirts,Mini Skirt,Cotton,Black,L,Spring,Bohemian,49.29,30,5.0,9,24,154,0.13,4.744641331432806,False,34.503,5313.462,0.8651685393258427,1.0,0.0,49.29,49.29,0.0,6.16,False,1,167,0.2597
WC000027,Jeans,Skinny Jeans,Denim,White,S,Winter,Streetwear,56.41,0,0.0,0,16,8,0.13,4.17008432715662,False,56.41,451.28,0.3333333333333333,0.8,0.0,56.41,56.41,0.0,0.47058823529411764,False,1,14,0.7992
WC000028,Coats,Wool Coat,Polyester Blend,White,S,Winter,Minimalist,191.13,0,4.2,6,22,107,0.1,4.188033730862648,False,191.13,20450.91,0.8294573643410853,0.8400000000000001,0.0,191.13,191.13,0.0,4.6521739130434785,False,0,128,0.275
WC000029,T-Shirts,Basic T-Shirt,Cotton,Blue,XL,Summer,Casual,17.49,15,0.0,0,30,16,0.09,4.17008432715662,False,14.866499999999998,237.86399999999998,0.34782608695652173,0.8,0.0,17.49,17.49,0.0,0.5161290322580645,False,0,14,0.237
WC000030,Blouses,Peplum Blouse,Polyester,Black,XL,Winter,Business Casual,32.77,40,5.0,23,23,249,0.08,4.877049529949129,False,19.662000000000003,4895.838000000001,0.9154411764705882,1.0,0.0,32.77,32.77,0.0,10.375,False,0,368,0.2503
WC000031,Coats,Long Coat,Polyester Blend,Red,S,Autumn,Formal,81.67,5,4.0,14,4,282,0.11,4.037796517145916,False,77.5865,21879.393,0.986013986013986,0.8,0.0,81.67,81.67,0.0,56.4,False,0,254,0.2639
WC000032,Jackets,Denim Jacket,Polyester,Beige,S,Autumn,Casual,119.16,0,4.9,3,117,182,0.11,4.482905329803783,False,119.16,21687.12,0.6086956521739131,0.9800000000000001,0.0,119.16,119.16,0.0,1.5423728813559323,False,0,82,0.2715
WC000033,Jeans,Wide-Leg Jeans,Denim,Beige,L,Summer,Formal,63.74,0,0.0,0,20,26,0.15,4.17008432715662,False,63.74,1657.24,0.5652173913043478,0.8,0.0,63.74,63.74,0.0,1.2380952380952381,False,1,16,0.7613
WC000034,T-Shirts,V-Neck T-Shirt,Cotton Blend,Gray,M,All Season,Casual,20.62,0,4.5,3,0,32,0.06,4.311476758375211,False,20.62,659.84,1.0,0.9,0.0,20.62,20.62,0.0,32.0,False,0,74,0.2658
WC000035,Loungewear,Lounge Set,Polyester Blend,Brown,S,Autumn,Casual,68.47,5,4.8,25,39,505,0.12,4.71311507960781,False,65.0465,32848.4825,0.9283088235294118,0.96,0.0,68.47,68.47,0.0,12.625,False,1,434,0.2825
WC000036,Dresses,Wrap Dress,Polyester Blend,Black,M,Winter,Minimalist,57.74,0,0.0,0,3,2,0.17,4.17008432715662,False,57.74,115.48,0.4,0.8,0.0,57.74,57.74,0.0,0.5,False,1,14,0.7146
WC000037,Coats,Trench Coat,Wool,Beige,L,Winter,Minimalist,215.66,20,4.6,2,21,28,0.12,4.313389551437747,False,172.52800000000002,4830.784000000001,0.5714285714285714,0.9199999999999999,0.0,215.66,215.66,0.0,1.2727272727272727,False,1,61,0.2657
WC000038,Dresses,Mini Dress,Cotton Blend,Navy,XXL,Autumn,Minimalist,104.96,0,3.8,42,1,500,0.1,3.832181245839706,False,104.96,52480.0,0.998003992015968,0.76,0.0,104.96,104.96,0.0,250.0,False,0,643,0.5492
WC000039,Dresses,Wrap Dress,Cotton Blend,Purple,XXL,All Season,Streetwear,106.9,30,4.0,7,5,83,0.14,4.061848846238771,False,74.83,6210.889999999999,0.9431818181818182,0.8,0.0,106.9,106.9,0.0,13.833333333333334,False,1,158,0.7312
WC000040,Tops,Tank Top,Cotton Blend,Black,S,Summer,Formal,36.73,20,0.0,0,76,4,0.1,4.17008432715662,False,29.384,117.536,0.05,0.8,0.0,36.73,36.73,0.0,0.05194805194805195,True,0,16,0.2328
WC000041,Loungewear,Sweatpants,Linen,Navy,M,Spring,Casual,59.76,20,4.7,9,37,92,0.1,4.536949023740499,False,47.808,4398.336,0.7131782945736435,0.9400000000000001,0.0,59.76,59.76,0.0,2.4210526315789473,False,0,188,0.2627
WC000042,Dresses,Midi Dress,Polyester,Navy,L,Winter,Elegant,110.65,25,4.7,2,24,66,0.13,4.34672288477108,False,82.98750000000001,5477.175000000001,0.7333333333333333,0.9400000000000001,0.0,110.65,110.65,0.0,2.64,False,1,65,0.7658
WC000043,Jeans,Wide-Leg Jeans,Denim,White,M,Autumn,Elegant,94.6,0,5.0,1,28,17,0.14,4.336067461725296,False,94.6,1608.1999999999998,0.37777777777777777,1.0,0.0,94.6,94.6,0.0,0.5862068965517241,False,1,34,0.761
WC000044,Tops,Tank Top,Cotton,White,S,All Season,Elegant,22.34,0,3.5,1,0,23,0.12,4.036067461725296,False,22.34,513.82,1.0,0.7,0.0,22.34,22.34,0.0,23.0,False,1,36,0.2657
WC000045,Jackets,Bomber Jacket,Denim,Black,M,Autumn,Streetwear,53.87,10,4.4,5,10,61,0.1,4.297815256514053,False,48.483,2957.4629999999997,0.8591549295774648,0.8800000000000001,0.0,53.87,53.87,0.0,5.545454545454546,False,0,109,0.2902
WC000046,T-Shirts,Basic T-Shirt,Cotton,White,L,All Season,Casual,23.77,5,3.6,2,11,47,0.09,3.9800562181044135,False,22.5815,1061.3305,0.8103448275862069,0.72,0.0,23.77,23.77,0.0,3.9166666666666665,False,0,55,0.301
WC000047,Dresses,Mini Dress,Cotton Blend,Black,M,Spring,Casual,64.29,0,3.4,21,35,409,0.2,3.5232134923450587,False,64.29,26294.610000000004,0.9211711711711712,0.6799999999999999,0.0,64.29,64.29,0.0,11.36111111111111,False,1,429,0.8821
WC000048,Sweaters,Oversized Sweater,Wool,White,M,Winter,Formal,56.42,0,4.1,1,10,114,0.09,4.1560674617252955,False,56.42,6431.88,0.9193548387096774,0.82,0.0,56.42,56.42,0.0,10.363636363636363,False,0,45,0.27
WC000049,Activewear,Sports Bra,Nylon,Black,XL,Autumn,Sporty,51.47,0,4.1,8,67,98,0.07,4.12336144238554,False,51.47,5044.0599999999995,0.593939393939394,0.82,0.0,51.47,51.47,0.0,1.4411764705882353,False,0,167,0.2653
WC000050,Jackets,Denim Jacket,Polyester,Navy,M,All Season,Streetwear,64.64,0,2.6,2,4,83,0.14,3.64672288477108,False,64.64,5365.12,0.9540229885057471,0.52,0.0,64.64,64.64,0.0,16.6,False,1,75,0.6592
WC000051,Sweaters,Crewneck Sweater,Polyester Blend,White,M,Winter,Formal,72.79,5,3.6,2,0,145,0.07,3.9800562181044135,False,69.15050000000001,10026.822500000002,1.0,0.72,0.0,72.79,72.79,0.0,145.0,False,0,82,0.2998
WC000052,Trousers,Straight Trousers,Polyester,White,XL,All Season,Formal,44.95,15,4.1,4,73,71,0.12,4.13504216357831,False,38.2075,2712.7325,0.4930555555555556,0.82,0.0,44.95,44.95,0.0,0.9594594594594594,False,1,96,0.2951
WC000053,Tops,Crop Top,Cotton Blend,Black,S,Summer,Elegant,30.92,25,4.0,20,18,412,0.08,4.028347387859436,False,23.19,9554.28,0.958139534883721,0.8,0.0,30.92,30.92,0.0,21.68421052631579,False,0,362,0.2509
WC000054,T-Shirts,V-Neck T-Shirt,Cotton,Beige,M,Summer,Casual,13.53,0,0.0,0,52,1,0.07,4.17008432715662,False,13.53,13.53,0.018867924528301886,0.8,0.0,13.53,13.53,0.0,0.018867924528301886,True,0,14,0.2349
WC000055,Loungewear,Sweatpants,Linen,Green,L,Summer,Casual,40.92,0,4.2,36,57,468,0.08,4.197008432715663,False,40.92,19150.56,0.8914285714285715,0.8400000000000001,0.0,40.92,40.92,0.0,8.068965517241379,False,0,542,0.2687
WC000056,Activewear,Track Pants,Nylon,Navy,L,All Season,Sporty,52.39,0,5.0,1,50,26,0.12,4.336067461725296,False,52.39,1362.14,0.34210526315789475,1.0,0.0,52.39,52.39,0.0,0.5098039215686274,False,1,39,0.2718
WC000057,Sets,Skirt Set,Cotton,Beige,S,Autumn,Bohemian,103.39,0,4.7,20,35,1095,0.12,4.61168072119277,False,103.39,113212.05,0.9690265486725663,0.9400000000000001,0.0,103.39,103.39,0.0,30.416666666666668,False,1,509,0.2808
WC000058,T-Shirts,Graphic T-Shirt,Cotton Blend,Black,M,Spring,Casual,21.76,15,4.1,1,4,14,0.12,4.1560674617252955,False,18.496000000000002,258.944,0.7777777777777778,0.82,0.0,21.76,21.76,0.0,2.8,False,1,35,0.2511
WC000059,Tops,Tank Top,Cotton,White,S,All Season,Streetwear,16.64,0,4.7,14,100,176,0.08,4.58224096159036,False,16.64,2928.6400000000003,0.6376811594202898,0.9400000000000001,0.0,16.64,16.64,0.0,1.7425742574257426,False,0,251,0.2384
WC000060,T-Shirts,Graphic T-Shirt,Cotton,Black,XL,Summer,Casual,25.29,0,0.0,0,14,1,0.08,4.17008432715662,False,25.29,25.29,0.06666666666666667,0.8,0.0,25.29,25.29,0.0,0.06666666666666667,False,0,14,0.2332
WC000061,Tops,Crop Top,Cotton Blend,Black,XXL,Spring,Bohemian,27.44,0,4.3,3,2,54,0.07,4.225762472660926,False,27.44,1481.76,0.9642857142857143,0.86,0.0,27.44,27.44,0.0,18.0,False,0,77,0.2472
WC000062,Loungewear,Lounge Set,Cotton,Black,M,Autumn,Casual,23.29,20,2.6,26,20,525,0.13,2.8093445769542162,False,18.632,9781.800000000001,0.963302752293578,0.52,0.0,23.29,23.29,0.0,25.0,False,1,472,0.6215
WC000063,Tops,Tank Top,Cotton,Red,S,Autumn,Elegant,36.96,20,4.8,2,11,44,0.1,4.380056218104413,False,29.568,1300.992,0.8,0.96,0.0,36.96,36.96,0.0,3.6666666666666665,False,0,56,0.2608
WC000064,Sweaters,Knit Sweater,Cotton,Black,L,Winter,Formal,92.81,50,4.5,51,115,532,0.09,4.476006132884118,False,46.405,24687.46,0.8222565687789799,0.9,0.0,92.81,92.81,0.0,4.586206896551724,False,0,710,0.2596
WC000065,Jeans,Straight Jeans,Denim,Black,S,Autumn,Minimalist,91.35,10,4.4,8,16,132,0.13,4.32336144238554,False,82.215,10852.380000000001,0.8918918918918919,0.8800000000000001,0.0,91.35,91.35,0.0,7.764705882352941,False,1,195,0.8188
WC000066,Dresses,Wrap Dress,Viscose,Beige,M,Summer,Minimalist,59.45,30,4.4,2,26,31,0.16,4.2467228847710805,False,41.615,1290.065,0.543859649122807,0.8800000000000001,0.0,59.45,59.45,0.0,1.1481481481481481,False,1,59,0.7302
WC000067,Trousers,Cargo Pants,Linen,Gray,L,Summer,Business Casual,44.12,20,4.4,1,0,67,0.12,4.216067461725297,False,35.296,2364.832,1.0,0.8800000000000001,0.0,44.12,44.12,0.0,67.0,False,1,41,0.2747
WC000068,Dresses,Wrap Dress,Polyester,Black,M,Summer,Bohemian,50.64,0,4.8,5,43,80,0.16,4.520037478736275,False,50.64,4051.2,0.6504065040650406,0.96,0.0,50.64,50.64,0.0,1.8181818181818181,False,1,113,0.7296
WC000069,Trousers,Tailored Trousers,Cotton Blend,Beige,M,All Season,Business Casual,34.97,10,0.0,0,17,23,0.08,4.17008432715662,False,31.473,723.879,0.575,0.8,0.0,34.97,34.97,0.0,1.2777777777777777,False,0,14,0.2594
WC000070,Sweaters,Turtleneck,Wool,Yellow,S,Winter,Formal,37.3,0,0.0,0,2,6,0.1,4.17008432715662,False,37.3,223.79999999999998,0.75,0.8,0.0,37.3,37.3,0.0,2.0,False,0,14,0.2263
WC000071,Jeans,Straight Jeans,Denim,White,M,Spring,Casual,79.34,10,0.0,0,0,17,0.1,4.17008432715662,False,71.406,1213.902,1.0,0.8,0.0,79.34,79.34,0.0,17.0,False,0,15,0.7723
WC000072,Dresses,Shirt Dress,Cotton,Brown,S,Summer,Casual,74.6,0,4.4,2,65,48,0.15,4.2467228847710805,False,74.6,3580.7999999999997,0.4247787610619469,0.8800000000000001,0.0,74.6,74.6,0.0,0.7272727272727273,False,1,64,0.6913
WC000073,Activewear,Leggings,Polyester Blend,Blue,L,Spring,Sporty,76.64,0,4.7,9,1,136,0.08,4.536949023740499,False,76.64,10423.04,0.9927007299270073,0.9400000000000001,0.0,76.64,76.64,0.0,68.0,False,0,171,0.272
WC000074,Jumpsuits,Evening Jumpsuit,Polyester,Red,L,Winter,Streetwear,64.58,5,3.4,4,32,69,0.18,3.78504216357831,False,61.35099999999999,4233.218999999999,0.6831683168316832,0.6799999999999999,0.0,64.58,64.58,0.0,2.090909090909091,False,1,96,0.3649
WC000075,Skirts,Midi Skirt,Cotton Blend,Black,M,Spring,Bohemian,59.54,0,4.4,30,0,455,0.12,4.372951097312544,False,59.54,27090.7,1.0,0.8800000000000001,0.0,59.54,59.54,0.0,455.0,False,1,500,0.2818
WC000076,Dresses,Shirt Dress,Linen,Brown,L,All Season,Bohemian,40.56,0,5.0,2,12,207,0.11,4.44672288477108,False,40.56,8395.92,0.9452054794520548,1.0,0.0,40.56,40.56,0.0,15.923076923076923,False,0,54,0.6918
WC000077,Jeans,Bootcut Jeans,Denim,White,S,Summer,Bohemian,80.09,10,0.0,0,0,22,0.11,4.17008432715662,False,72.081,1585.7820000000002,1.0,0.8,0.0,80.09,80.09,0.0,22.0,False,0,15,0.7473
WC000078,Jeans,Bootcut Jeans,Denim,Brown,L,Autumn,Bohemian,59.23,25,4.6,4,7,62,0.12,4.38504216357831,False,44.4225,2754.195,0.8985507246376812,0.9199999999999999,0.0,59.23,59.23,0.0,7.75,False,1,94,0.7839
WC000079,Sets,Lounge Set,Cotton,Pink,S,Autumn,Formal,76.57,0,4.9,3,29,118,0.1,4.482905329803783,False,76.57,9035.259999999998,0.8027210884353742,0.9800000000000001,0.0,76.57,76.57,0.0,3.933333333333333,False,0,82,0.269
WC000080,Blouses,Peplum Blouse,Cotton Blend,Gray,S,Autumn,Formal,53.9,15,4.9,2,12,50,0.06,4.413389551437747,False,45.815,2290.75,0.8064516129032258,0.9800000000000001,0.0,53.9,53.9,0.0,3.8461538461538463,False,0,59,0.2433
WC000081,Activewear,Sports Bra,Polyester Blend,Gray,M,Autumn,Sporty,36.88,0,3.8,5,4,58,0.13,3.9644819231807196,False,36.88,2139.04,0.9354838709677419,0.76,0.0,36.88,36.88,0.0,11.6,False,1,113,0.3097
WC000082,Dresses,Shirt Dress,Polyester,Blue,L,Summer,Business Casual,116.45,15,4.2,10,6,326,0.12,4.191452664901891,False,98.9825,32268.295000000002,0.9819277108433735,0.8400000000000001,0.0,116.45,116.45,0.0,46.57142857142857,False,1,204,0.6898
WC000083,Tops,Tank Top,Cotton Blend,Blue,L,All Season,Business Casual,43.84,0,4.6,2,0,24,0.11,4.313389551437747,False,43.84,1052.16,1.0,0.9199999999999999,0.0,43.84,43.84,0.0,24.0,False,0,55,0.255
WC000084,Blouses,Wrap Blouse,Cotton,Blue,XXL,Spring,Minimalist,35.07,0,4.3,1,0,39,0.12,4.196067461725296,False,35.07,1367.73,1.0,0.86,0.0,35.07,35.07,0.0,39.0,False,1,39,0.2575
WC000085,Jeans,Wide-Leg Jeans,Cotton Blend,Black,XL,Winter,Formal,115.57,0,4.8,8,2,168,0.16,4.590028109052207,False,115.57,19415.76,0.9882352941176471,0.96,0.0,115.57,115.57,0.0,56.0,False,1,168,0.7114
WC000086,Cardigans,Button-up Cardigan,Polyester Blend,Gray,S,All Season,Bohemian,31.48,0,3.0,3,45,44,0.14,3.6686196155180686,False,31.48,1385.1200000000001,0.4943820224719101,0.6,0.0,31.48,31.48,0.0,0.9565217391304348,False,1,77,0.6455
WC000087,Cardigans,Long Cardigan,Cotton,Green,M,All Season,Minimalist,47.9,20,0.0,0,81,21,0.06,4.17008432715662,False,38.32,804.72,0.20588235294117646,0.8,0.0,47.9,47.9,0.0,0.25609756097560976,False,0,15,0.2516
WC000088,T-Shirts,V-Neck T-Shirt,Cotton,Blue,M,Summer,Casual,34.63,0,3.8,14,1,163,0.09,3.88224096159036,False,34.63,5644.6900000000005,0.9939024390243902,0.76,0.0,34.63,34.63,0.0,81.5,False,0,246,0.3147
WC000089,Loungewear,Sleep Shirt,Polyester Blend,Black,XL,All Season,Casual,27.68,0,4.5,1,137,20,0.09,4.2360674617252965,False,27.68,553.6,0.12738853503184713,0.9,0.0,27.68,27.68,0.0,0.14492753623188406,False,0,39,0.2558
WC000090,Dresses,Mini Dress,Viscose,White,M,Spring,Bohemian,36.42,10,3.8,1,0,40,0.11,4.096067461725296,False,32.778000000000006,1311.1200000000003,1.0,0.76,0.0,36.42,36.42,0.0,40.0,False,0,37,0.6576
WC000091,Jeans,Straight Jeans,Cotton Blend,Gray,L,Spring,Casual,96.69,30,3.8,23,4,315,0.1,3.8548273077269064,False,67.68299999999999,21320.144999999997,0.987460815047022,0.76,0.0,96.69,96.69,0.0,63.0,False,0,407,0.5489
WC000092,Skirts,Pleated Skirt,Cotton Blend,Blue,XS,Winter,Casual,45.89,0,3.6,4,33,105,0.12,3.8850421635783103,False,45.89,4818.45,0.7608695652173914,0.72,0.0,45.89,45.89,0.0,3.088235294117647,False,1,95,0.311
WC000093,Tops,Long Sleeve Top,Cotton Blend,Yellow,S,Autumn,Elegant,39.41,10,4.4,2,117,38,0.11,4.2467228847710805,False,35.469,1347.8220000000001,0.24516129032258063,0.8800000000000001,0.0,39.41,39.41,0.0,0.3220338983050847,False,0,66,0.262
WC000094,Jackets,Bomber Jacket,Leather,Green,M,All Season,Business Casual,109.82,0,5.0,1,35,42,0.09,4.336067461725296,False,109.82,4612.44,0.5454545454545454,1.0,0.0,109.82,109.82,0.0,1.1666666666666667,False,0,38,0.2794
WC000095,Jackets,Bomber Jacket,Polyester,White,S,All Season,Casual,49.58,0,0.0,0,42,27,0.1,4.17008432715662,False,49.58,1338.6599999999999,0.391304347826087,0.8,0.0,49.58,49.58,0.0,0.627906976744186,False,0,15,0.2311
WC000096,Skirts,Pleated Skirt,Cotton,Gray,XS,Spring,Streetwear,43.13,25,4.7,13,16,276,0.13,4.57531395933097,False,32.347500000000004,8927.910000000002,0.9452054794520548,0.9400000000000001,0.0,43.13,43.13,0.0,16.235294117647058,False,1,243,0.2752
WC000097,Dresses,Mini Dress,Linen,Blue,XS,Summer,Bohemian,134.94,30,0.0,0,97,5,0.14,4.17008432715662,False,94.458,472.28999999999996,0.049019607843137254,0.8,0.0,134.94,134.94,0.0,0.05102040816326531,False,1,13,0.8162
WC000098,Jackets,Bomber Jacket,Leather,Red,M,Spring,Business Casual,80.43,40,0.0,0,77,32,0.08,4.17008432715662,False,48.258,1544.256,0.29357798165137616,0.8,0.0,80.43,80.43,0.0,0.41025641025641024,False,0,21,0.233
WC000099,Loungewear,Sleep Shirt,Linen,Blue,L,Summer,Casual,60.5,0,4.0,2,35,262,0.09,4.113389551437747,False,60.5,15851.0,0.8821548821548821,0.8,0.0,60.5,60.5,0.0,7.277777777777778,False,0,61,0.2734
WC000100,Tops,Long Sleeve Top,Cotton,Black,S,Summer,Minimalist,25.11,20,0.0,0,49,6,0.07,4.17008432715662,False,20.088,120.528,0.10909090909090909,0.8,0.0,25.11,25.11,0.0,0.12,False,0,15,0.2226
WC000101,Dresses,Shirt Dress,Polyester,Navy,L,Winter,Bohemian,116.42,10,4.0,1,2,30,0.12,4.136067461725296,False,104.778,3143.34,0.9375,0.8,0.0,116.42,116.42,0.0,10.0,False,1,36,0.6871
WC000102,Tops,Long Sleeve Top,Cotton,Navy,XS,Summer,Bohemian,44.6,40,0.0,0,121,37,0.12,4.17008432715662,False,26.76,990.12,0.23417721518987342,0.8,0.0,44.6,44.6,0.0,0.30327868852459017,False,1,17,0.256
WC000103,Trousers,Cargo Pants,Linen,White,M,Summer,Formal,66.9,15,3.6,15,3,156,0.09,3.720017753085604,False,56.865,8870.94,0.9811320754716981,0.72,0.0,66.9,66.9,0.0,39.0,False,0,237,0.2956
WC000104,Loungewear,Lounge Set,Cotton,Gray,XXL,Autumn,Casual,54.16,0,4.4,14,1,231,0.11,4.348907628257027,False,54.16,12510.96,0.9956896551724138,0.8800000000000001,0.0,54.16,54.16,0.0,115.5,False,0,240,0.2638
WC000105,Coats,Puffer Coat,Polyester Blend,Pink,L,Winter,Elegant,182.52,50,4.0,29,33,369,0.12,4.02061628207959,False,91.26,33674.94,0.917910447761194,0.8,0.0,182.52,182.52,0.0,10.852941176470589,False,1,474,0.2925
WC000106,Jeans,Straight Jeans,Cotton Blend,Beige,XL,All Season,Casual,52.2,25,0.0,0,15,7,0.14,4.17008432715662,False,39.150000000000006,274.05000000000007,0.3181818181818182,0.8,0.0,52.2,52.2,0.0,0.4375,False,1,14,0.7202
WC000107,Sweaters,Crewneck Sweater,Wool,Beige,S,Winter,Bohemian,29.85,10,0.0,0,41,15,0.1,4.17008432715662,False,26.865000000000002,402.975,0.26785714285714285,0.8,0.0,29.85,29.85,0.0,0.35714285714285715,False,0,14,0.245
